11区	(11 qū)
桠杈	(yā chà)
伢	(yá)
伢崽	(yá zǎi)
伢子	(yá zi)
枒	(yá)
厓	(yá)
堐	(yá)
崖	(yá)
崖岸	(yá àn)
崖壁	(yá bì)
崖谷	(yá gǔ)
崖海鸦	(yá hǎi yā)
崖壑	(yá hè)
崖刻	(yá kè)
崖略	(yá lüè)
崖沙燕	(yá shā yàn)
崖限	(yá xiàn)
崖州	(yá zhōu)
崖州区	(yá zhōu qū)
哑	(yā)
哑巴	(yǎ ba)
哑巴吃黄连	(yǎ ba chī huáng lián)
哑巴吃黄连，有苦说不出	(yǎ ba chī huáng lián , yǒu kǔ shuō bu chū)
哑巴吃黄莲	(yǎ ba chī huáng lián)
哑巴亏	(yǎ ba kuī)
哑点	(yǎ diǎn)
哑鼓	(yǎ gǔ)
哑光	(yǎ guāng)
哑剧	(yǎ jù)
哑口	(yǎ kǒu)
哑口无言	(yǎ kǒu wú yán)
哑铃	(yǎ líng)
哑谜	(yǎ mí)
哑然失笑	(yǎ rán shī xiào)
哑语	(yǎ yǔ)
哑终端	(yǎ zhōng duān)
哑子	(yǎ zi)
亚	(yà)
亚巴郎	(yà bā láng)
亚比利尼	(yà bǐ lì ní)
亚比玉	(yà bǐ yù)
亚庇	(yà bì)
亚伯	(yà bó)
亚伯拉罕	(yà bó lā hǎn)
亚伯氏症	(yà bó shì zhèng)
亚琛	(yà chēn)
亚纯	(yà chún)
亚达薛西	(yà dá xuē xī)
亚单位	(yà dān wèi)
亚当	(yà dāng)
亚当·斯密	(yà dāng · sī mì)
亚当斯	(yà dāng sī)
亚当斯敦	(yà dāng sī dūn)
亚得里亚海	(yà dé lǐ yà hǎi)
亚的斯亚贝巴	(yà dì sī yà bèi bā)
亚丁	(yà dīng)
亚丁湾	(yà dīng wān)
亚东县	(yà dōng xiàn)
亚冬会	(yà dōng huì)
亚非拉	(yà fēi lā)
亚弗烈	(yà fú liè)
亚父	(yà fù)
亚该亚	(yà gāi yà)
亚纲	(yà gāng)
亚哈斯	(yà hā sī)
亚急性	(yà jí xìng)
亚健康	(yà jiàn kāng)
亚界	(yà jiè)
亚金	(yà jīn)
亚军	(yà jūn)
亚喀巴	(yà kā bā)
亚科	(yà kē)
亚克力	(yà kè lì)
亚拉巴马	(yà lā bā mǎ)
亚拉伯	(yà lā bó)
亚兰	(yà lán)
亚类	(yà lèi)
亚里士多德	(yà lǐ shì duō dé)
亚里斯多德	(yà lǐ sī duō dé)
亚历山大	(yà lì shān dà)
亚历山大·杜布切克	(yà lì shān dà · dù bù qiē kè)
亚历山大大帝	(yà lì shān dà dà dì)
亚历山大里亚	(yà lì shān dà lǐ yà)
亚历山大鹦鹉	(yà lì shān dà yīng wǔ)
亚利安娜	(yà lì ān nà)
亚利桑那	(yà lì sāng nà)
亚利桑那州	(yà lì sāng nà zhōu)
亚利桑纳州	(yà lì sāng nà zhōu)
亚临界	(yà lín jiè)
亚龙湾	(yà lóng wān)
亚伦	(yà lún)
亚罗号	(yà luó hào)
亚罗士打	(yà luó shì dǎ)
亚麻	(yà má)
亚麻布	(yà má bù)
亚麻仁	(yà má rén)
亚麻酸	(yà má suān)
亚麻子	(yà má zǐ)
亚麻籽	(yà má zǐ)
亚马孙	(yà mǎ sūn)
亚马孙河	(yà mǎ sūn hé)
亚马逊	(yà mǎ xùn)
亚马逊河	(yà mǎ xùn hé)
亚美利加	(yà měi lì jiā)
亚美利加洲	(yà měi lì jiā zhōu)
亚美尼亚	(yà měi ní yà)
亚门	(yà mén)
亚们	(yà men)
亚米拿达	(yà mǐ ná dá)
亚目	(yà mù)
亚穆苏克罗	(yà mù sū kè luó)
亚努科维奇	(yà nǔ kē wéi qí)
亚欧大陆	(yà ōu dà lù)
亚欧大陆腹地	(yà ōu dà lù fù dì)
亚欧大陆桥	(yà ōu dà lù qiáo)
亚平宁	(yà píng nìng)
亚齐	(yà qí)
亚齐省	(yà qí shěng)
亚热带	(yà rè dài)
亚撒	(yà sā)
亚塞拜然	(yà sài bài rán)
亚瑟	(yà sè)
亚瑟士	(yà sè shì)
亚瑟王	(yà sè wáng)
亚砷	(yà shēn)
亚砷酸	(yà shēn suān)
亚圣	(yà shèng)
亚松森	(yà sōng sēn)
亚速尔群岛	(yà sù ěr qún dǎo)
亚速海	(yà sù hǎi)
亚所	(yà suǒ)
亚太	(yà tài)
亚太地区	(yà tài dì qū)
亚太经合会	(yà tài jīng hé huì)
亚太经合组织	(yà tài jīng hé zǔ zhī)
亚太经济合作组织	(yà tài jīng jì hé zuò zǔ zhī)
亚太区	(yà tài qū)
亚特兰大	(yà tè lán dà)
亚铁	(yà tiě)
亚投行	(yà tóu háng)
亚文化	(yà wén huà)
亚西尔·阿拉法特	(yà xī ěr ā lā fǎ tè)
亚细安	(yà xì ān)
亚细亚	(yà xì yà)
亚细亚洲	(yà xì yà zhōu)
亚硝胺	(yà xiāo àn)
亚硝酸	(yà xiāo suān)
亚硝酸钠	(yà xiāo suān nà)
亚硝酸盐	(yà xiāo suān yán)
亚硝酸异戊酯	(yà xiāo suān yì wù zhǐ)
亚型	(yà xíng)
亚裔	(yà yì)
亚音节单位	(yà yīn jié dān wèi)
亚原子	(yà yuán zǐ)
亚运	(yà yùn)
亚运村	(yà yùn cūn)
亚运会	(yà yùn huì)
亚种	(yà zhǒng)
亚洲	(yà zhōu)
亚洲杯	(yà zhōu bēi)
亚洲短趾百灵	(yà zhōu duǎn zhǐ bǎi líng)
亚洲开发银行	(yà zhōu kāi fā yín háng)
亚洲梨	(yà zhōu lí)
亚洲漠地林莺	(yà zhōu mò dì lín yīng)
亚洲周刊	(yà zhōu zhōu kān)
亚洲足球联合会	(yà zhōu zú qiú lián hé huì)
亚足联	(yà zú lián)
挜	(yà)
娅	(yà)
揠	(yà)
呀	(yā)
呀诺达	(yā nuò dá)
恹	(yān)
恹恹	(yān yān)
崦	(yān)
崦嵫	(yān zī)
傿	(yàn)
嫣	(yān)
嫣红	(yān hóng)
嫣然	(yān rán)
嫣然一笑	(yān rán yī xiào)
嶖	(yān)
延	(yán)
延安市	(yán ān shì)
延毕	(yán bì)
延边朝鲜族自治州	(yán biān cháo xiǎn zú zì zhì zhōu)
延边大学	(yán biān dà xué)
延迟	(yán chí)
延川县	(yán chuān xiàn)
延宕	(yán dàng)
延发	(yán fā)
延搁	(yán gē)
延后	(yán hòu)
延缓	(yán huǎn)
延会	(yán huì)
延吉市	(yán jí shì)
延见	(yán jiàn)
延接	(yán jiē)
延津县	(yán jīn xiàn)
延颈企踵	(yán jǐng qǐ zhǒng)
延揽	(yán lǎn)
延绵	(yán mián)
延脑	(yán nǎo)
延年	(yán nián)
延年益寿	(yán nián yì shòu)
延聘	(yán pìn)
延平区	(yán píng qū)
延平乡	(yán píng xiāng)
延坪岛	(yán píng dǎo)
延期	(yán qī)
延期付款	(yán qī fù kuǎn)
延请	(yán qǐng)
延庆区	(yán qìng qū)
延烧	(yán shāo)
延伸	(yán shēn)
延时摄影	(yán shí shè yǐng)
延寿	(yán shòu)
延寿县	(yán shòu xiàn)
延髓	(yán suǐ)
延误	(yán wù)
延误费	(yán wu fèi)
延禧攻略	(yán xǐ gōng lüè)
延性	(yán xìng)
延续	(yán xù)
延音线	(yán yīn xiàn)
延展	(yán zhǎn)
延展性	(yán zhǎn xìng)
延长	(yán cháng)
延长县	(yán cháng xiàn)
延长线	(yán cháng xiàn)
严	(yán)
严查	(yán chá)
严惩	(yán chéng)
严惩不贷	(yán chéng bù dài)
严斥	(yán chì)
严饬	(yán chì)
严词	(yán cí)
严辞	(yán cí)
严慈	(yán cí)
严打	(yán dǎ)
严岛	(yán dǎo)
严岛神社	(yán dǎo shén shè)
严冬	(yán dōng)
严防	(yán fáng)
严父	(yán fù)
严复	(yán fù)
严格	(yán gé)
严格隔离	(yán gé gé lí)
严格来讲	(yán gé lái jiǎng)
严格来说	(yán gé lái shuō)
严寒	(yán hán)
严加	(yán jiā)
严紧	(yán jǐn)
严谨	(yán jǐn)
严禁	(yán jìn)
严峻	(yán jùn)
严苛	(yán kē)
严控	(yán kòng)
严酷	(yán kù)
严了眼儿	(yán le yǎn r)
严厉	(yán lì)
严厉打击	(yán lì dǎ jī)
严厉批评	(yán lì pī píng)
严密	(yán mì)
严明	(yán míng)
严实	(yán shi)
严守	(yán shǒu)
严丝合缝	(yán sī hé fèng)
严肃	(yán sù)
严刑	(yán xíng)
严刑拷打	(yán xíng kǎo dǎ)
严严实实	(yán yán shí shí)
严以律己	(yán yǐ lǜ jǐ)
严于律己	(yán yú lǜ jǐ)
严整	(yán zhěng)
严正	(yán zhèng)
严重	(yán zhòng)
严重关切	(yán zhòng guān qiè)
严重后果	(yán zhòng hòu guǒ)
严重急性呼吸系统综合症	(yán zhòng jí xìng hū xī xì tǒng zōng hé zhèng)
严重问题	(yán zhòng wèn tí)
严重性	(yán zhòng xìng)
㳂	(yán)
妍	(yán)
妍丽	(yán lì)
岩	(yán)
岩滨鹬	(yán bīn yù)
岩仓	(yán cāng)
岩仓使节团	(yán cāng shǐ jié tuán)
岩层	(yán céng)
岩床	(yán chuáng)
岩鸽	(yán gē)
岩壑	(yán hè)
岩画	(yán huà)
岩浆	(yán jiāng)
岩浆流	(yán jiāng liú)
岩浆岩	(yán jiāng yán)
岩降	(yán jiàng)
岩径	(yán jìng)
岩雷鸟	(yán léi niǎo)
岩流圈	(yán liú quān)
岩鹭	(yán lù)
岩崎	(yán qí)
岩溶	(yán róng)
岩沙海葵毒素	(yán shā hǎi kuí dú sù)
岩石	(yán shí)
岩石层	(yán shí céng)
岩石圈	(yán shí quān)
岩石学	(yán shí xué)
岩手	(yán shǒu)
岩土体	(yán tǔ tǐ)
岩屑	(yán xiè)
岩穴	(yán xué)
岩盐	(yán yán)
岩燕	(yán yàn)
岩羊	(yán yáng)
炎	(yán)
姸	(yán)
啱	(yān)
喦	(niè)
嵓	(yán)
揅	(yán)
檐	(yán)
檐廊	(yán láng)
奄	(yǎn)
奄列	(yǎn liè)
奄奄一息	(yǎn yǎn yī xī)
兖	(yǎn)
兖州区	(yǎn zhōu qū)
匽	(yǎn)
俨	(yǎn)
俨然	(yǎn rán)
俨如	(yǎn rú)
弇	(yǎn)
掩	(yǎn)
掩蔽	(yǎn bì)
掩藏	(yǎn cáng)
掩耳	(yǎn ěr)
掩耳盗铃	(yǎn ěr dào líng)
掩盖	(yǎn gài)
掩护	(yǎn hù)
掩卷	(yǎn juàn)
掩码	(yǎn mǎ)
掩埋	(yǎn mái)
掩面而泣	(yǎn miàn ér qì)
掩人耳目	(yǎn rén ěr mù)
掩杀	(yǎn shā)
掩饰	(yǎn shì)
掩体	(yǎn tǐ)
掩样法	(yǎn yàng fǎ)
掩映	(yǎn yìng)
厣	(yǎn)
偃	(yǎn)
偃旗息鼓	(yǎn qí xī gǔ)
偃师区	(yǎn shī qū)
偃息	(yǎn xī)
揜	(yǎn)
扊	(yǎn)
戭	(yǎn)
噞	(yǎn)
巚	(yǎn)
厌	(yàn)
厌薄	(yàn bó)
厌恶	(yàn wù)
厌烦	(yàn fán)
厌恨	(yàn hèn)
厌倦	(yàn juàn)
厌酷球孢子菌	(yàn kù qiú bāo zǐ jūn)
厌腻	(yàn nì)
厌女	(yàn nǚ)
厌女症	(yàn nǚ zhèng)
厌气	(yàn qì)
厌弃	(yàn qì)
厌食	(yàn shí)
厌食症	(yàn shí zhèng)
厌世	(yàn shì)
厌学	(yàn xué)
厌氧	(yàn yǎng)
厌氧菌	(yàn yǎng jūn)
厌战	(yàn zhàn)
咽	(yān)
咽鼓管	(yān gǔ guǎn)
咽喉	(yān hóu)
咽气	(yàn qì)
咽头	(yān tóu)
咽峡	(yān xiá)
咽峡炎	(yān xiá yán)
咽下	(yàn xià)
咽下困难	(yàn xià kùn nán)
咽炎	(yān yán)
咽住	(yàn zhù)
彦	(yàn)
晏	(yàn)
晏驾	(yàn jià)
晏平仲	(yàn píng zhòng)
晏婴	(yàn yīng)
晏子	(yàn zǐ)
晏子春秋	(yàn zǐ chūn qiū)
唁	(yàn)
唁电	(yàn diàn)
唁函	(yàn hán)
唁劳	(yàn láo)
唁信	(yàn xìn)
宴	(yàn)
宴会	(yàn huì)
宴会厅	(yàn huì tīng)
宴客	(yàn kè)
宴乐	(yàn lè)
宴请	(yàn qǐng)
宴席	(yàn xí)
宴飨	(yàn xiǎng)
宴饮	(yàn yǐn)
掞	(shàn)
堰	(yàn)
堰塞湖	(yàn sè hú)
堰蜓座	(yàn tíng zuò)
喭	(yàn)
嬿	(yàn)
央	(yāng)
央财	(yāng cái)
央告	(yāng gao)
央及	(yāng jí)
央企	(yāng qǐ)
央求	(yāng qiú)
央人	(yāng rén)
央视	(yāng shì)
央托	(yāng tuō)
央行	(yāng háng)
央中	(yāng zhōng)
殃	(yāng)
殃及	(yāng jí)
扬	(yáng)
扬鞭	(yáng biān)
扬菜	(yáng cài)
扬帆	(yáng fān)
扬帆远航	(yáng fān yuǎn háng)
扬幡招魂	(yáng fān zhāo hún)
扬谷	(yáng gǔ)
扬基	(yáng jī)
扬科维奇	(yáng kē wéi qí)
扬眉	(yáng méi)
扬名	(yáng míng)
扬名四海	(yáng míng sì hǎi)
扬起	(yáng qǐ)
扬琴	(yáng qín)
扬清激浊	(yáng qīng jī zhuó)
扬声器	(yáng shēng qì)
扬雄	(yáng xióng)
扬言	(yáng yán)
扬抑格	(yáng yì gé)
扬长	(yáng cháng)
扬长避短	(yáng cháng bì duǎn)
扬长而去	(yáng cháng ér qù)
扬召	(yáng zhào)
扬中市	(yáng zhōng shì)
扬州炒饭	(yáng zhōu chǎo fàn)
扬州市	(yáng zhōu shì)
扬子鳄	(yáng zǐ è)
扬子江	(yáng zǐ jiāng)
杨	(yáng)
杨百翰	(yáng bǎi hàn)
杨百翰大学	(yáng bǎi hàn dà xué)
杨宝森	(yáng bǎo sēn)
杨斌	(yáng bīn)
杨采妮	(yáng cǎi nī)
杨丞琳	(yáng chéng lín)
杨澄中	(yáng chéng zhōng)
杨福家	(yáng fú jiā)
杨贵妃	(yáng guì fēi)
杨过	(yáng guò)
杨虎城	(yáng hǔ chéng)
杨家将	(yáng jiā jiàng)
杨建利	(yáng jiàn lì)
杨炯	(yáng jiǒng)
杨俊	(yáng jùn)
杨开慧	(yáng kāi huì)
杨澜	(yáng lán)
杨利伟	(yáng lì wěi)
杨陵区	(yáng líng qū)
杨柳	(yáng liǔ)
杨梅	(yáng méi)
杨凝式	(yáng níng shì)
杨浦区	(yáng pǔ qū)
杨锐	(yáng ruì)
杨森	(yáng sēn)
杨尚昆	(yáng shàng kūn)
杨守仁	(yáng shǒu rén)
杨树	(yáng shù)
杨树菇	(yáng shù gū)
杨桃	(yáng táo)
杨维	(yáng wéi)
杨秀清	(yáng xiù qīng)
杨业	(yáng yè)
杨亿	(yáng yì)
杨玉环	(yáng yù huán)
杨月清	(yáng yuè qīng)
杨致远	(yáng zhì yuǎn)
杨朱	(yáng zhū)
旸	(yáng)
佯	(yáng)
佯狂	(yáng kuáng)
佯言	(yáng yán)
佯装	(yáng zhuāng)
垟	(yáng)
昜	(yáng)
徉	(yáng)
仰	(yǎng)
仰光大金塔	(yǎng guāng dà jīn tǎ)
仰角	(yǎng jiǎo)
仰赖	(yǎng lài)
仰慕	(yǎng mù)
仰人鼻息	(yǎng rén bí xī)
仰韶	(yǎng sháo)
仰韶文化	(yǎng sháo wén huà)
仰视	(yǎng shì)
仰躺	(yǎng tǎng)
仰天	(yǎng tiān)
仰头	(yǎng tóu)
仰望	(yǎng wàng)
仰卧	(yǎng wò)
仰卧起坐	(yǎng wò qǐ zuò)
仰卧式	(yǎng wò shì)
仰屋	(yǎng wū)
仰屋兴叹	(yǎng wū xīng tàn)
仰屋著书	(yǎng wū zhù shū)
仰泳	(yǎng yǒng)
仰仗	(yǎng zhàng)
坱	(yǎng)
怏	(yàng)
样	(yàng)
样板	(yàng bǎn)
样板戏	(yàng bǎn xì)
样本	(yàng běn)
样单	(yàng dān)
样机	(yàng jī)
样例	(yàng lì)
样貌	(yàng mào)
样品	(yàng pǐn)
样式	(yàng shì)
样条函数	(yàng tiáo hán shù)
样样	(yàng yàng)
样张	(yàng zhāng)
样章	(yàng zhāng)
样子	(yàng zi)
恙	(yàng)
恙虫病	(yàng chóng bìng)
幺	(yāo)
幺并矢	(yāo bìng shǐ)
幺点	(yāo diǎn)
幺儿	(yāo ér)
幺二	(yāo èr)
幺麽小丑	(yāo mó xiǎo chǒu)
幺女	(yāo nǚ)
夭	(yāo)
夭殇	(yāo shāng)
夭寿	(yāo shòu)
夭亡	(yāo wáng)
夭折	(yāo zhé)
吆	(yāo)
吆喊	(yāo hǎn)
吆喝	(yāo he)
吆呼	(yāo hū)
吆五喝六	(yāo wǔ hè liù)
妖	(yāo)
妖蛾子	(yāo é zi)
妖风	(yāo fēng)
妖妇	(yāo fù)
妖怪	(yāo guài)
妖姬	(yāo jī)
妖精	(yāo jing)
妖媚	(yāo mèi)
妖魔	(yāo mó)
妖魔鬼怪	(yāo mó guǐ guài)
妖魔化	(yāo mó huà)
妖孽	(yāo niè)
妖女	(yāo nǚ)
妖气	(yāo qì)
妖娆	(yāo ráo)
妖人	(yāo rén)
妖术	(yāo shù)
妖术师	(yāo shù shī)
妖物	(yāo wù)
妖邪	(yāo xié)
妖言	(yāo yán)
妖言惑众	(yāo yán huò zhòng)
妖艳	(yāo yàn)
妖冶	(yāo yě)
喓	(yāo)
尧	(yáo)
尧都区	(yáo dū qū)
肴	(yáo)
垚	(yáo)
峣	(yáo)
姚	(yáo)
姚安县	(yáo ān xiàn)
姚思廉	(yáo sī lián)
姚文元	(yáo wén yuán)
姚雪垠	(yáo xuě yín)
傜	(yáo)
摇	(yáo)
摇摆	(yáo bǎi)
摇摆不定	(yáo bǎi bù dìng)
摇摆乐	(yáo bǎi yuè)
摇摆舞	(yáo bǎi wǔ)
摇摆州	(yáo bǎi zhōu)
摇笔杆	(yáo bǐ gǎn)
摇臂	(yáo bì)
摇船	(yáo chuán)
摇电话	(yáo diàn huà)
摇动	(yáo dòng)
摇杆	(yáo gǎn)
摇光	(yáo guāng)
摇滚	(yáo gǔn)
摇滚乐	(yáo gǔn yuè)
摇撼	(yáo hàn)
摇号	(yáo hào)
摇晃	(yáo huàng)
摇奖	(yáo jiǎng)
摇篮	(yáo lán)
摇篮曲	(yáo lán qǔ)
摇粒绒	(yáo lì róng)
摇橹	(yáo lǔ)
摇橹船	(yáo lǔ chuán)
摇旗呐喊	(yáo qí nà hǎn)
摇钱树	(yáo qián shù)
摇人	(yáo rén)
摇身	(yáo shēn)
摇身一变	(yáo shēn yī biàn)
摇手	(yáo shǒu)
摇头	(yáo tóu)
摇头摆尾	(yáo tóu bǎi wěi)
摇头丸	(yáo tóu wán)
摇尾乞怜	(yáo wěi qǐ lián)
摇醒	(yáo xǐng)
摇摇摆摆	(yáo yáo bǎi bǎi)
摇摇车	(yáo yáo chē)
摇摇欲坠	(yáo yáo yù zhuì)
摇曳	(yáo yè)
摇曳多姿	(yáo yè duō zī)
摇椅	(yáo yǐ)
摇匀	(yáo yún)
摇战	(yáo zhàn)
徭	(yáo)
徭役	(yáo yì)
愮	(yáo)
杳	(yǎo)
杳霭	(yǎo ǎi)
杳茫	(yǎo máng)
杳眇	(yǎo miǎo)
杳渺	(yǎo miǎo)
杳冥	(yǎo míng)
杳然	(yǎo rán)
杳如黄鹤	(yǎo rú huáng hè)
杳无人迹	(yǎo wú rén jì)
杳无音信	(yǎo wú yīn xìn)
杳杳	(yǎo yǎo)
咬	(yǎo)
咬唇妆	(yǎo chún zhuāng)
咬定	(yǎo dìng)
咬耳朵	(yǎo ěr duo)
咬钩	(yǎo gōu)
咬合	(yǎo hé)
咬痕	(yǎo hén)
咬甲癖	(yǎo jiǎ pǐ)
咬紧牙关	(yǎo jǐn yá guān)
咬嚼	(yǎo jiáo)
咬啮	(yǎo niè)
咬人的狗不露齿	(yǎo rén de gǒu bù lòu chǐ)
咬人狗儿不露齿	(yǎo rén gǒu r bù lù chǐ)
咬伤	(yǎo shāng)
咬舌自尽	(yǎo shé zì jìn)
咬文嚼字	(yǎo wén jiáo zì)
咬牙	(yǎo yá)
咬牙切齿	(yǎo yá qiè chǐ)
咬着耳朵	(yǎo zhe ěr duo)
咬字	(yǎo zì)
婹	(yǎo)
曜	(yào)
倻	(yē)
掖	(yè)
掖咕	(yē gu)
掖门	(yè mén)
掖庭	(yè tíng)
掖掖盖盖	(yē yē gài gài)
掖垣	(yè yuán)
椰	(yē)
椰菜	(yē cài)
椰菜花	(yē cài huā)
椰果	(yē guǒ)
椰皇	(yē huáng)
椰浆	(yē jiāng)
椰壳	(yē ké)
椰壳纤维	(yē ké xiān wéi)
椰林	(yē lín)
椰林飘香	(yē lín piāo xiāng)
椰奶	(yē nǎi)
椰青	(yē qīng)
椰蓉	(yē róng)
椰丝	(yē sī)
椰油	(yē yóu)
椰枣	(yē zǎo)
椰汁	(yē zhī)
椰子	(yē zi)
椰子猫	(yē zi māo)
椰子蟹	(yē zi xiè)
椰子汁	(yē zi zhī)
暍	(hè)
噎	(yē)
噎死	(yē sǐ)
噎住	(yē zhù)
捓	(yé)
揶	(yé)
揶揄	(yé yú)
擨	(yé)
也	(yě)
也罢	(yě bà)
也好	(yě hǎo)
也好不到哪里去	(yě hǎo bù dào nǎ lǐ qù)
也好不了多少	(yě hǎo bu liǎo duō shǎo)
也就是	(yě jiù shì)
也就是说	(yě jiù shì shuō)
也门	(yě mén)
也许	(yě xǔ)
也有今天	(yě yǒu jīn tiān)
吔	(yē)
冶	(yě)
冶荡	(yě dàng)
冶金	(yě jīn)
冶金学	(yě jīn xué)
冶炼	(yě liàn)
冶炼炉	(yě liàn lú)
冶容	(yě róng)
冶天	(yě tiān)
冶艳	(yě yàn)
冶游	(yě yóu)
冶铸	(yě zhù)
野	(yě)
嘢	(yě)
业	(yè)
业大	(yè dà)
业根	(yè gēn)
业海	(yè hǎi)
业荒于嬉	(yè huāng yú xī)
业绩	(yè jì)
业界	(yè jiè)
业界标准	(yè jiè biāo zhǔn)
业经	(yè jīng)
业精于勤	(yè jīng yú qín)
业力	(yè lì)
业龙	(yè lóng)
业满	(yè mǎn)
业内	(yè nèi)
业配	(yè pèi)
业配文	(yè pèi wén)
业师	(yè shī)
业态	(yè tài)
业务	(yè wù)
业务员	(yè wù yuán)
业已	(yè yǐ)
业余	(yè yú)
业余爱好者	(yè yú ài hào zhě)
业余大学	(yè yú dà xué)
业余教育	(yè yú jiào yù)
业余者	(yè yú zhě)
业障	(yè zhàng)
业者	(yè zhě)
业主	(yè zhǔ)
叶	(xié)
叶韵	(xié yùn)
曳	(yè)
曳步舞	(yè bù wǔ)
曳光弹	(yè guāng dàn)
曳尾鹱	(yè wěi hù)
曳引车	(yè yǐn chē)
抴	(yè)
夜	(yè)
夜班	(yè bān)
夜半	(yè bàn)
夜不闭户	(yè bù bì hù)
夜不成眠	(yè bù chéng mián)
夜不归宿	(yè bù guī sù)
夜叉	(yè chā)
夜场	(yè chǎng)
夜床服务	(yè chuáng fú wù)
夜大	(yè dà)
夜大学	(yè dà xué)
夜店	(yè diàn)
夜饭	(yè fàn)
夜光	(yè guāng)
夜壶	(yè hú)
夜间	(yè jiān)
夜间部	(yè jiān bù)
夜惊	(yè jīng)
夜景	(yè jǐng)
夜开花	(yè kāi huā)
夜空	(yè kōng)
夜来香	(yè lái xiāng)
夜阑	(yè lán)
夜阑人静	(yè lán rén jìng)
夜阑珊	(yè lán shān)
夜郎	(yè láng)
夜郎自大	(yè láng zì dà)
夜里	(yè li)
夜鹭	(yè lù)
夜盲	(yè máng)
夜盲症	(yè máng zhèng)
夜猫子	(yè māo zi)
夜幕	(yè mù)
夜幕低垂	(yè mù dī chuí)
夜幕降临	(yè mù jiàng lín)
夜鸟	(yè niǎo)
夜跑	(yè pǎo)
夜盆儿	(yè pén r)
夜曲	(yè qǔ)
夜色	(yè sè)
夜色苍茫	(yè sè cāng máng)
夜深人静	(yè shēn rén jìng)
夜神仙	(yè shén xiān)
夜生活	(yè shēng huó)
夜市	(yè shì)
夜视	(yè shì)
夜视镜	(yè shì jìng)
夜视仪	(yè shì yí)
夜晚	(yè wǎn)
夜袭	(yè xí)
夜香木	(yè xiāng mù)
夜枭	(yè xiāo)
夜消	(yè xiāo)
夜宵	(yè xiāo)
夜宵儿	(yè xiāo r)
夜校	(yè xiào)
夜行	(yè xíng)
夜行军	(yè xíng jūn)
夜行性	(yè xíng xìng)
夜行昼伏	(yè xíng zhòu fú)
夜夜	(yè yè)
夜以继日	(yè yǐ jì rì)
夜莺	(yè yīng)
夜鹰	(yè yīng)
夜游	(yè yóu)
夜游症	(yè yóu zhèng)
夜总会	(yè zǒng huì)
晔	(yè)
烨	(yè)
堨	(è)
殗	(yè)
殗殜	(yè dié)
楪	(dié)
擖	(gě)
嶫	(yè)
一	(yī)
一把好手	(yī bǎ hǎo shǒu)
一把年纪	(yī bǎ nián jì)
一把屎一把尿	(yī bǎ shǐ yī bǎ niào)
一把手	(yī bǎ shǒu)
一把死拿	(yī bǎ sǐ ná)
一把眼泪一把鼻涕	(yī bǎ yǎn lèi yī bǎ bí tì)
一把钥匙开一把锁	(yī bǎ yào shi kāi yī bǎ suǒ)
一把抓	(yī bǎ zhuā)
一百一	(yī bǎi yī)
一败涂地	(yī bài tú dì)
一般	(yī bān)
一般般	(yī bān bān)
一般而言	(yī bān ér yán)
一般规定	(yī bān guī dìng)
一般见识	(yī bān jiàn shi)
一般来讲	(yī bān lái jiǎng)
一般来说	(yī bān lái shuō)
一般贸易	(yī bān mào yì)
一般人	(yī bān rén)
一般说来	(yī bān shuō lái)
一般性	(yī bān xìng)
一般原则	(yī bān yuán zé)
一斑	(yī bān)
一板三眼	(yī bǎn sān yǎn)
一板一眼	(yī bǎn yī yǎn)
一半	(yī bàn)
一半天	(yī bàn tiān)
一饱眼福	(yī bǎo yǎn fú)
一暴十寒	(yī pù shí hán)
一杯羹	(yī bēi gēng)
一辈子	(yī bèi zi)
一本万利	(yī běn wàn lì)
一本正经	(yī běn zhèng jīng)
一鼻孔出气	(yī bí kǒng chū qì)
一笔不苟	(yī bǐ bù gǒu)
一笔带过	(yī bǐ dài guò)
一笔勾销	(yī bǐ gōu xiāo)
一笔抹杀	(yī bǐ mǒ shā)
一笔抹煞	(yī bǐ mǒ shā)
一壁	(yī bì)
一边	(yī biān)
一边倒	(yī biān dǎo)
一遍	(yī biàn)
一遍又一遍	(yī biàn yòu yī biàn)
一秉虔诚	(yī bǐng qián chéng)
一并	(yī bìng)
一病不起	(yī bìng bù qǐ)
一拨儿	(yī bō r)
一波三折	(yī bō sān zhé)
一波未平，一波又起	(yī bō wèi píng , yī bō yòu qǐ)
一不小心	(yī bù xiǎo xīn)
一不做，二不休	(yī bù zuò , èr bù xiū)
一步到位	(yī bù dào wèi)
一步登天	(yī bù dēng tiān)
一步裙	(yī bù qún)
一步一个脚印	(yī bù yī gè jiǎo yìn)
一部二十四史，不知从何说起	(yī bù èr shí sì shǐ , bù zhī cóng hé shuō qǐ)
一部分	(yī bù fen)
一侧化	(yī cè huà)
一层	(yī céng)
一场空	(yī cháng kōng)
一倡三叹	(yī chàng sān tàn)
一唱三叹	(yī chàng sān tàn)
一唱一和	(yī chàng yī hè)
一朝被蛇咬，十年怕井绳	(yī zhāo bèi shé yǎo , shí nián pà jǐng shéng)
一朝天子一朝臣	(yī cháo tiān zǐ yī cháo chén)
一朝一夕	(yī zhāo yī xī)
一尘不染	(yī chén bù rǎn)
一成不变	(yī chéng bù biàn)
一逞兽欲	(yī chěng shòu yù)
一筹莫展	(yī chóu mò zhǎn)
一触即发	(yī chù jí fā)
