11區	(11 qū)
周有光	(zhōu yǒu guāng)
周瑜	(zhōu yú)
周瑜打黃蓋	(zhōu yú dǎ huáng gài)
周遭	(zhōu zāo)
周章	(zhōu zhāng)
周折	(zhōu zhé)
周知	(zhōu zhī)
周至縣	(zhōu zhì xiàn)
周中	(zhōu zhōng)
周轉	(zhōu zhuǎn)
周轉不開	(zhōu zhuǎn bù kāi)
周轉不靈	(zhōu zhuǎn bù líng)
周轉金	(zhōu zhuǎn jīn)
周莊	(zhōu zhuāng)
周莊鎮	(zhōu zhuāng zhèn)
周總理	(zhōu zǒng lǐ)
周晬	(zhōu zuì)
周作人	(zhōu zuò rén)
喌	(zhōu)
妯	(zhóu)
妯娌	(zhóu li)
帚	(zhǒu)
呪	(zhòu)
咒	(zhòu)
咒罵	(zhòu mà)
咒文	(zhòu wén)
咒語	(zhòu yǔ)
咒詛	(zhòu zǔ)
宙	(zhòu)
宙斯	(zhòu sī)
宙斯盾戰鬥系統	(zhòu sī dùn zhàn dòu xì tǒng)
冑	(zhòu)
晝	(zhòu)
晝伏夜出	(zhòu fú yè chū)
晝行性	(zhòu xíng xìng)
晝夜	(zhòu yè)
晝夜節律	(zhòu yè jié lǜ)
晝夜平分點	(zhòu yè píng fēn diǎn)
㑳	(zhòu)
㥮	(zhòu)
朱	(zhū)
朱背啄花鳥	(zhū bèi zhuó huā niǎo)
朱筆	(zhū bǐ)
朱庇特	(zhū bì tè)
朱德	(zhū dé)
朱迪亞	(zhū dí yà)
朱棣	(zhū dì)
朱粉	(zhū fěn)
朱紱	(zhū fú)
朱高熾	(zhū gāo chì)
朱古力	(zhū gǔ lì)
朱廣滬	(zhū guǎng hù)
朱紅	(zhū hóng)
朱紅燈	(zhū hóng dēng)
朱䴉	(zhū huán)
朱儁	(zhū jùn)
朱鸝	(zhū lí)
朱立倫	(zhū lì lún)
朱利安	(zhū lì ān)
朱利亞尼	(zhū lì yà ní)
朱利婭	(zhū lì yà)
朱莉婭	(zhū lì yà)
朱麗亞	(zhū lì yà)
朱麗葉	(zhū lì yè)
朱鷺	(zhū lù)
朱諾	(zhū nuò)
朱漆	(zhū qī)
朱雀	(zhū què)
朱砂	(zhū shā)
朱溫	(zhū wēn)
朱鵐	(zhū wú)
朱熹	(zhū xī)
朱孝天	(zhū xiào tiān)
朱元璋	(zhū yuán zhāng)
朱雲折檻	(zhū yún zhé jiàn)
朱允炆	(zhū yǔn wén)
朱瞻基	(zhū zhān jī)
朱子	(zhū zǐ)
朱自清	(zhū zì qīng)
侏	(zhū)
侏藍仙鶲	(zhū lán xiān wēng)
侏羅	(zhū luó)
侏羅紀	(zhū luó jì)
侏儒	(zhū rú)
侏儒倉鼠	(zhū rú cāng shǔ)
侏儒症	(zhū rú zhèng)
咮	(zhòu)
株	(zhū)
株距	(zhū jù)
株連	(zhū lián)
株式會社	(zhū shì huì shè)
株守	(zhū shǒu)
株治	(zhū zhì)
株洲市	(zhū zhōu shì)
櫧	(zhū)
櫫	(zhū)
斸	(zhǔ)
主	(zhǔ)
主板	(zhǔ bǎn)
主辦	(zhǔ bàn)
主辦國	(zhǔ bàn guó)
主辦權	(zhǔ bàn quán)
主保聖人	(zhǔ bǎo shèng rén)
主編	(zhǔ biān)
主賓	(zhǔ bīn)
主賓謂	(zhǔ bīn wèi)
主播	(zhǔ bō)
主簿	(zhǔ bù)
主材	(zhǔ cái)
主裁	(zhǔ cái)
主裁判	(zhǔ cái pàn)
主菜	(zhǔ cài)
主場	(zhǔ chǎng)
主唱	(zhǔ chàng)
主車群	(zhǔ chē qún)
主承銷商	(zhǔ chéng xiāo shāng)
主持	(zhǔ chí)
主持人	(zhǔ chí rén)
主廚	(zhǔ chú)
主創	(zhǔ chuàng)
主詞	(zhǔ cí)
主次	(zhǔ cì)
主從	(zhǔ cóng)
主打	(zhǔ dǎ)
主打歌	(zhǔ dǎ gē)
主打品牌	(zhǔ dǎ pǐn pái)
主刀	(zhǔ dāo)
主導	(zhǔ dǎo)
主導權	(zhǔ dǎo quán)
主導性	(zhǔ dǎo xìng)
主禱文	(zhǔ dǎo wén)
主調	(zhǔ diào)
主動	(zhǔ dòng)
主動脈	(zhǔ dòng mài)
主動免疫	(zhǔ dòng miǎn yì)
主動權	(zhǔ dòng quán)
主動收入	(zhǔ dòng shōu rù)
主隊	(zhǔ duì)
主罰	(zhǔ fá)
主法向量	(zhǔ fǎ xiàng liàng)
主犯	(zhǔ fàn)
主峰	(zhǔ fēng)
主婦	(zhǔ fù)
主幹	(zhǔ gàn)
主幹網路	(zhǔ gàn wǎng lù)
主幹網絡	(zhǔ gàn wǎng luò)
主幹線	(zhǔ gàn xiàn)
主格	(zhǔ gé)
主公	(zhǔ gōng)
主攻	(zhǔ gōng)
主顧	(zhǔ gù)
主觀	(zhǔ guān)
主觀主義	(zhǔ guān zhǔ yì)
主管	(zhǔ guǎn)
主管機關	(zhǔ guǎn jī guān)
主管人員	(zhǔ guǎn rén yuán)
主航道	(zhǔ háng dào)
主和派	(zhǔ hé pài)
主和弦	(zhǔ hé xián)
主環	(zhǔ huán)
主機	(zhǔ jī)
主機板	(zhǔ jī bǎn)
主機名	(zhǔ jī míng)
主計	(zhǔ jì)
主計室	(zhǔ jì shì)
主祭	(zhǔ jì)
主見	(zhǔ jiàn)
主將	(zhǔ jiàng)
主講	(zhǔ jiǎng)
主角	(zhǔ jué)
主教	(zhǔ jiào)
主教座堂	(zhǔ jiào zuò táng)
主科	(zhǔ kē)
主理人	(zhǔ lǐ rén)
主力	(zhǔ lì)
主力艦	(zhǔ lì jiàn)
主力軍	(zhǔ lì jūn)
主料	(zhǔ liào)
主流	(zhǔ liú)
主樓	(zhǔ lóu)
主麻	(zhǔ má)
主麻日	(zhǔ má rì)
主謀	(zhǔ móu)
主腦	(zhǔ nǎo)
主品牌	(zhǔ pǐn pái)
主僕	(zhǔ pú)
主球	(zhǔ qiú)
主權	(zhǔ quán)
主權國家	(zhǔ quán guó jiā)
主人	(zhǔ rén)
主人公	(zhǔ rén gōng)
主人翁	(zhǔ rén wēng)
主任	(zhǔ rèn)
主日	(zhǔ rì)
主日學	(zhǔ rì xué)
主食	(zhǔ shí)
主使	(zhǔ shǐ)
主帥	(zhǔ shuài)
主訴	(zhǔ sù)
主題	(zhǔ tí)
主題歌	(zhǔ tí gē)
主題公園	(zhǔ tí gōng yuán)
主題曲	(zhǔ tí qǔ)
主題演講	(zhǔ tí yǎn jiǎng)
主題樂園	(zhǔ tí lè yuán)
主體	(zhǔ tǐ)
主體思想	(zhǔ tǐ sī xiǎng)
主廳	(zhǔ tīng)
主委	(zhǔ wěi)
主謂	(zhǔ wèi)
主謂賓	(zhǔ wèi bīn)
主謂結構	(zhǔ wèi jié gòu)
主謂句	(zhǔ wèi jù)
主席	(zhǔ xí)
主席國	(zhǔ xí guó)
主席臺	(zhǔ xí tái)
主席團	(zhǔ xí tuán)
主嫌	(zhǔ xián)
主顯節	(zhǔ xiǎn jié)
主線	(zhǔ xiàn)
主銷	(zhǔ xiāo)
主心骨	(zhǔ xīn gǔ)
主修	(zhǔ xiū)
主序帶	(zhǔ xù dài)
主序星	(zhǔ xù xīng)
主旋律	(zhǔ xuán lǜ)
主演	(zhǔ yǎn)
主要	(zhǔ yào)
主頁	(zhǔ yè)
主業	(zhǔ yè)
主意	(zhǔ yi)
主義	(zhǔ yì)
主因	(zhǔ yīn)
主音	(zhǔ yīn)
主音吉他	(zhǔ yīn jí tā)
主語	(zhǔ yǔ)
主宰	(zhǔ zǎi)
主宰者	(zhǔ zǎi zhě)
主戰派	(zhǔ zhàn pài)
主張	(zhǔ zhāng)
主掌	(zhǔ zhǎng)
主政	(zhǔ zhèng)
主旨	(zhǔ zhǐ)
主旨演講	(zhǔ zhǐ yǎn jiǎng)
主治醫師	(zhǔ zhì yī shī)
主軸	(zhǔ zhóu)
主軸承	(zhǔ zhóu chéng)
主抓	(zhǔ zhuā)
主子	(zhǔ zi)
主族	(zhǔ zú)
拄	(zhǔ)
拄拐	(zhǔ guǎi)
囑	(zhǔ)
囑咐	(zhǔ fu)
囑託	(zhǔ tuō)
助	(zhù)
助殘	(zhù cán)
助產	(zhù chǎn)
助產士	(zhù chǎn shì)
助長	(zhù zhǎng)
助詞	(zhù cí)
助動車	(zhù dòng chē)
助動詞	(zhù dòng cí)
助攻	(zhù gōng)
助焊劑	(zhù hàn jì)
助記方法	(zhù jì fāng fǎ)
助記符	(zhù jì fú)
助劑	(zhù jì)
助教	(zhù jiào)
助理	(zhù lǐ)
助力	(zhù lì)
助力車	(zhù lì chē)
助眠	(zhù mián)
助農	(zhù nóng)
助跑	(zhù pǎo)
助人	(zhù rén)
助人為快樂之本	(zhù rén wéi kuài lè zhī běn)
助人為樂	(zhù rén wéi lè)
助熔劑	(zhù róng jì)
助手	(zhù shǒu)
助手席	(zhù shǒu xí)
助聽器	(zhù tīng qì)
助推	(zhù tuī)
助推火箭	(zhù tuī huǒ jiàn)
助推器	(zhù tuī qì)
助威	(zhù wēi)
助興	(zhù xìng)
助選	(zhù xuǎn)
助學	(zhù xué)
助學貸款	(zhù xué dài kuǎn)
助學金	(zhù xué jīn)
助一臂之力	(zhù yī bì zhī lì)
助益	(zhù yì)
助戰	(zhù zhàn)
助陣	(zhù zhèn)
助紂為虐	(zhù zhòu wéi nüè)
住	(zhù)
住持	(zhù chí)
住處	(zhù chù)
住地	(zhù dì)
住讀	(zhù dú)
住房	(zhù fáng)
住房和城鄉建設部	(zhù fáng hé chéng xiāng jiàn shè bù)
住海邊	(zhù hǎi biān)
住戶	(zhù hù)
住家	(zhù jiā)
住建部	(zhù jiàn bù)
住腳	(zhù jiǎo)
住居	(zhù jū)
住客	(zhù kè)
住口	(zhù kǒu)
住棚節	(zhù péng jié)
住區	(zhù qū)
住商	(zhù shāng)
住舍	(zhù shè)
住手	(zhù shǒu)
住宿	(zhù sù)
住所	(zhù suǒ)
住校	(zhù xiào)
住友	(zhù yǒu)
住院	(zhù yuàn)
住院部	(zhù yuàn bù)
住院醫師	(zhù yuàn yī shī)
住宅	(zhù zhái)
住宅樓	(zhù zhái lóu)
住宅泡沫	(zhù zhái pào mò)
住宅區	(zhù zhái qū)
住址	(zhù zhǐ)
住嘴	(zhù zuǐ)
佇	(zhù)
佇立	(zhù lì)
佇列	(zhù liè)
杼	(zhù)
壴	(zhù)
柷	(zhù)
柱	(zhù)
柱梁	(zhù liáng)
柱塞	(zhù sāi)
柱身	(zhù shēn)
柱石	(zhù shí)
柱體	(zhù tǐ)
柱頭	(zhù tóu)
柱型圖	(zhù xíng tú)
柱狀圖	(zhù zhuàng tú)
柱子	(zhù zi)
抓	(zhuā)
抓包	(zhuā bāo)
抓辮子	(zhuā biàn zi)
抓餅	(zhuā bǐng)
抓捕	(zhuā bǔ)
抓大放小	(zhuā dà fàng xiǎo)
抓地	(zhuā dì)
抓地力	(zhuā dì lì)
抓耳	(zhuā ěr)
抓耳撓腮	(zhuā ěr náo sāi)
抓飯	(zhuā fàn)
抓哏	(zhuā gén)
抓工夫	(zhuā gōng fu)
抓功夫	(zhuā gōng fu)
抓猴	(zhuā hóu)
抓獲	(zhuā huò)
抓姦	(zhuā jiān)
抓緊	(zhuā jǐn)
抓緊時間	(zhuā jǐn shí jiān)
抓緊學習	(zhuā jǐn xué xí)
抓鬮	(zhuā jiū)
抓舉	(zhuā jǔ)
抓狂	(zhuā kuáng)
抓力	(zhuā lì)
抓馬	(zhuā mǎ)
抓撓	(zhuā nao)
抓拍	(zhuā pāi)
抓嫖	(zhuā piáo)
抓取	(zhuā qǔ)
抓去	(zhuā qù)
抓搔	(zhuā sāo)
抓傷	(zhuā shāng)
抓手	(zhuā shǒu)
抓娃娃機	(zhuā wá wa jī)
抓瞎	(zhuā xiā)
抓小辮子	(zhuā xiǎo biàn zi)
抓癢	(zhuā yǎng)
抓藥	(zhuā yào)
抓賊	(zhuā zéi)
抓周	(zhuā zhōu)
抓住	(zhuā zhù)
抓子兒	(zhuā zǐ r)
抓走	(zhuā zǒu)
拽	(zhuǎi)
拽步	(zhuài bù)
拽姐	(zhuǎi jiě)
專	(zhuān)
專案	(zhuān àn)
專案經理	(zhuān àn jīng lǐ)
專案小組	(zhuān àn xiǎo zǔ)
專案組	(zhuān àn zǔ)
專長	(zhuān cháng)
專場	(zhuān chǎng)
專車	(zhuān chē)
專程	(zhuān chéng)
專遞	(zhuān dì)
專斷	(zhuān duàn)
專訪	(zhuān fǎng)
專攻	(zhuān gōng)
專管	(zhuān guǎn)
專櫃	(zhuān guì)
專橫	(zhuān hèng)
專機	(zhuān jī)
專輯	(zhuān jí)
專家	(zhuān jiā)
專家評價	(zhuān jiā píng jià)
專家評論	(zhuān jiā píng lùn)
專家系統	(zhuān jiā xì tǒng)
專科	(zhuān kē)
專科學校	(zhuān kē xué xiào)
專科院校	(zhuān kē yuàn xiào)
專控	(zhuān kòng)
專款	(zhuān kuǎn)
專欄	(zhuān lán)
專利	(zhuān lì)
專利法	(zhuān lì fǎ)
專利局	(zhuān lì jú)
專利權	(zhuān lì quán)
專利藥品	(zhuān lì yào pǐn)
專列	(zhuān liè)
專賣	(zhuān mài)
專賣店	(zhuān mài diàn)
專美於前	(zhuān měi yú qián)
專門	(zhuān mén)
專門化	(zhuān mén huà)
專門機構	(zhuān mén jī gòu)
專門家	(zhuān mén jiā)
專門列車	(zhuān mén liè chē)
專門人員	(zhuān mén rén yuán)
專名	(zhuān míng)
專名詞	(zhuān míng cí)
專區	(zhuān qū)
專權	(zhuān quán)
專人	(zhuān rén)
專任	(zhuān rèn)
專擅	(zhuān shàn)
專事	(zhuān shì)
專屬	(zhuān shǔ)
專屬經濟區	(zhuān shǔ jīng jì qū)
專碩	(zhuān shuò)
專司	(zhuān sī)
專題	(zhuān tí)
專題報導	(zhuān tí bào dǎo)
專題地圖	(zhuān tí dì tú)
專題片	(zhuān tí piàn)
專線	(zhuān xiàn)
專項	(zhuān xiàng)
專心	(zhuān xīn)
專心一意	(zhuān xīn yī yì)
專心致志	(zhuān xīn zhì zhì)
專業	(zhuān yè)
專業戶	(zhuān yè hù)
專業化	(zhuān yè huà)
專業教育	(zhuān yè jiào yù)
專業人才	(zhuān yè rén cái)
專業人士	(zhuān yè rén shì)
專業性	(zhuān yè xìng)
專一	(zhuān yī)
專意	(zhuān yì)
專營	(zhuān yíng)
專營店	(zhuān yíng diàn)
專用	(zhuān yòng)
專用集成電路	(zhuān yòng jí chéng diàn lù)
專用網路	(zhuān yòng wǎng lù)
專有	(zhuān yǒu)
專有名詞	(zhuān yǒu míng cí)
專員	(zhuān yuán)
專責	(zhuān zé)
專征	(zhuān zhēng)
專政	(zhuān zhèng)
專職	(zhuān zhí)
專制	(zhuān zhì)
專制君主制	(zhuān zhì jūn zhǔ zhì)
專制主義	(zhuān zhì zhǔ yì)
專治	(zhuān zhì)
專注	(zhuān zhù)
專著	(zhuān zhù)
剸	(tuán)
塼	(zhuān)
孨	(zhuǎn)
僎	(zhuàn)
撰	(zhuàn)
撰稿	(zhuàn gǎo)
撰稿人	(zhuàn gǎo rén)
撰錄	(zhuàn lù)
撰擬	(zhuàn nǐ)
撰述	(zhuàn shù)
撰文	(zhuàn wén)
撰寫	(zhuàn xiě)
囀	(zhuàn)
庄	(zhuāng)
庒	(zhuāng)
妝	(zhuāng)
妝扮	(zhuāng bàn)
妝點	(zhuāng diǎn)
妝奩	(zhuāng lián)
妝容	(zhuāng róng)
妝飾	(zhuāng shì)
妝造	(zhuāng zào)
樁	(zhuāng)
樁構棧道	(zhuāng gòu zhàn dào)
樁腳	(zhuāng jiǎo)
樁樁件件	(zhuāng zhuāng jiàn jiàn)
壯	(zhuàng)
壯大	(zhuàng dà)
壯膽	(zhuàng dǎn)
壯丁	(zhuàng dīng)
壯觀	(zhuàng guān)
壯舉	(zhuàng jǔ)
壯闊	(zhuàng kuò)
壯麗	(zhuàng lì)
壯烈	(zhuàng liè)
壯美	(zhuàng měi)
壯年	(zhuàng nián)
壯起膽子	(zhuàng qǐ dǎn zi)
壯實	(zhuàng shi)
壯士	(zhuàng shì)
壯碩	(zhuàng shuò)
壯圍	(zhuàng wéi)
壯圍鄉	(zhuàng wéi xiāng)
壯陽	(zhuàng yáng)
壯語	(zhuàng yǔ)
壯志	(zhuàng zhì)
壯族	(zhuàng zú)
撞	(zhuàng)
撞車	(zhuàng chē)
撞大運	(zhuàng dà yùn)
撞倒	(zhuàng dǎo)
撞鬼	(zhuàng guǐ)
撞毀	(zhuàng huǐ)
撞機	(zhuàng jī)
撞擊	(zhuàng jī)
撞擊坑	(zhuàng jī kēng)
撞擊式打印機	(zhuàng jī shì dǎ yìn jī)
撞擊式印表機	(zhuàng jī shì yìn biǎo jī)
撞見	(zhuàng jiàn)
撞爛	(zhuàng làn)
撞臉	(zhuàng liǎn)
撞騙	(zhuàng piàn)
撞球	(zhuàng qiú)
撞衫	(zhuàng shān)
撞傷	(zhuàng shāng)
撞死	(zhuàng sǐ)
撞鎖	(zhuàng suǒ)
撞運氣	(zhuàng yùn qi)
撞針	(zhuàng zhēn)
戇	(zhuàng)
戇督	(gàng dū)
戇頭戇腦	(gàng tóu gàng nǎo)
椎	(chuí)
椎骨	(zhuī gǔ)
椎間盤	(zhuī jiān pán)
惴	(zhuì)
惴惴不安	(zhuì zhuì bù ān)
墜	(zhuì)
墜海	(zhuì hǎi)
墜胡	(zhuì hú)
墜毀	(zhuì huǐ)
墜機	(zhuì jī)
墜樓	(zhuì lóu)
墜落	(zhuì luò)
墜馬	(zhuì mǎ)
墜琴	(zhuì qín)
墜入	(zhuì rù)
墜入愛河	(zhuì rù ài hé)
墜入情網	(zhuì rù qíng wǎng)
墜飾	(zhuì shì)
墜胎	(zhuì tāi)
墜亡	(zhuì wáng)
墜子	(zhuì zi)
啍	(tūn)
准	(zhǔn)
准格爾旗	(zhǔn gé ěr qí)
准許	(zhǔn xǔ)
准將	(zhǔn jiàng)
准考證	(zhǔn kǎo zhèng)
准入	(zhǔn rù)
准生證	(zhǔn shēng zhèng)
准予	(zhǔn yǔ)
拙	(zhuō)
拙笨	(zhuō bèn)
拙筆	(zhuō bǐ)
拙稿	(zhuō gǎo)
拙見	(zhuō jiàn)
拙荊	(zhuō jīng)
拙劣	(zhuō liè)
拙樸	(zhuō pǔ)
拙澀	(zhuō sè)
拙於言詞	(zhuō yú yán cí)
拙政園	(zhuō zhèng yuán)
拙直	(zhuō zhí)
拙著	(zhuō zhù)
拙嘴笨舌	(zhuō zuǐ bèn shé)
拙作	(zhuō zuò)
捉	(zhuō)
捉捕	(zhuō bǔ)
捉捕器	(zhuō bǔ qì)
捉對	(zhuō duì)
捉獲	(zhuō huò)
捉急	(zhuō jí)
捉姦	(zhuō jiān)
捉襟見肘	(zhuō jīn jiàn zhǒu)
捉迷藏	(zhuō mí cáng)
捉摸	(zhuō mō)
捉摸不定	(zhuō mō bù dìng)
捉拿	(zhuō ná)
捉拿歸案	(zhuō ná guī àn)
捉弄	(zhuō nòng)
捉取	(zhuō qǔ)
捉住	(zhuō zhù)
桌	(zhuō)
桌案	(zhuō àn)
桌布	(zhuō bù)
桌燈	(zhuō dēng)
桌機	(zhuō jī)
桌巾	(zhuō jīn)
桌面	(zhuō miàn)
桌面兒	(zhuō miàn r)
桌面兒上	(zhuō miàn r shàng)
桌球	(zhuō qiú)
桌上型	(zhuō shàng xíng)
桌上型電腦	(zhuō shàng xíng diàn nǎo)
桌椅板凳	(zhuō yǐ bǎn dèng)
桌遊	(zhuō yóu)
桌子	(zhuō zi)
倬	(zhuō)
棁	(zhuō)
棳	(zhuó)
槕	(zhuō)
彴	(zhuó)
卓	(zhuó)
卓別林	(zhuó bié lín)
卓爾不群	(zhuó ěr bù qún)
卓乎不群	(zhuó hū bù qún)
卓絕	(zhuó jué)
卓蘭	(zhuó lán)
卓蘭鎮	(zhuó lán zhèn)
卓尼縣	(zhuó ní xiàn)
卓然	(zhuó rán)
卓識	(zhuó shí)
卓溪	(zhuó xī)
卓溪鄉	(zhuó xī xiāng)
卓異	(zhuó yì)
卓有成效	(zhuó yǒu chéng xiào)
卓越	(zhuó yuè)
卓著	(zhuó zhù)
卓資縣	(zhuó zī xiàn)
叕	(zhuó)
斫	(zhuó)
斫白	(zhuó bái)
斫喪	(zhuó sàng)
斫畬	(zhuó shē)
斫營	(zhuó yíng)
丵	(zhuó)
䓬	(zhuó)
梲	(zhuó)
啄	(zhuó)
啄花鳥	(zhuó huā niǎo)
啄木鳥	(zhuó mù niǎo)
啄食	(zhuó shí)
啄羊鸚鵡	(zhuó yáng yīng wǔ)
啅	(zhào)
斮	(zhuó)
椓	(zhuó)
晫	(zhuó)
斲	(zhuó)
䅵	(zhuó)
擢	(zhuó)
擢第	(zhuó dì)
擢髮難數	(zhuó fà nán shǔ)
擢升	(zhuó shēng)
斵	(zhuó)
櫡	(zhù)
孖	(zī)
孜	(zī)
孜然	(zī rán)
孜然芹	(zī rán qín)
孜孜	(zī zī)
孜孜不倦	(zī zī bù juàn)
孜孜矻矻	(zī zī kū kū)
孜孜以求	(zī zī yǐ qiú)
咨	(zī)
咨嗟	(zī jiē)
咨請	(zī qǐng)
咨文	(zī wén)
咨詢	(zī xún)
姿	(zī)
姿容	(zī róng)
姿色	(zī sè)
姿式	(zī shì)
姿勢	(zī shì)
姿態	(zī tài)
孶	(zī)
嗞	(zī)
嗞啦	(zī lā)
孳	(zī)
孳乳	(zī rǔ)
孳生	(zī shēng)
孳息	(zī xī)
孳孳	(zī zī)
子	(zǐ)
子菜單	(zǐ cài dān)
子層	(zǐ céng)
子產	(zǐ chǎn)
子長市	(zǐ cháng shì)
子承父業	(zǐ chéng fù yè)
子程序	(zǐ chéng xù)
子丑	(zǐ chǒu)
子代	(zǐ dài)
子彈	(zǐ dàn)
子彈火車	(zǐ dàn huǒ chē)
子弟	(zǐ dì)
子癲前症	(zǐ diān qián zhèng)
子兒	(zǐ r)
子房	(zǐ fáng)
子公司	(zǐ gōng sī)
子供向	(zǐ gōng xiàng)
子宮	(zǐ gōng)
子宮壁	(zǐ gōng bì)
子宮環	(zǐ gōng huán)
子宮肌瘤	(zǐ gōng jī liú)
子宮頸	(zǐ gōng jǐng)
子宮頸癌	(zǐ gōng jǐng ái)
子宮頸管	(zǐ gōng jǐng guǎn)
子宮頸抹片	(zǐ gōng jǐng mǒ piàn)
子宮內避孕器	(zǐ gōng nèi bì yùn qì)
子宮內膜異位症	(zǐ gōng nèi mó yì wèi zhèng)
子宮托	(zǐ gōng tuō)
子貢	(zǐ gòng)
子規	(zǐ guī)
子級	(zǐ jí)
子集	(zǐ jí)
子集合	(zǐ jí hé)
子句	(zǐ jù)
子爵	(zǐ jué)
子空間	(zǐ kōng jiān)
子粒	(zǐ lì)
子路	(zǐ lù)
子民	(zǐ mín)
子模型	(zǐ mó xíng)
子母	(zǐ mǔ)
子母彈	(zǐ mǔ dàn)
子母扣	(zǐ mǔ kòu)
子母炮彈	(zǐ mǔ pào dàn)
子母炸彈	(zǐ mǔ zhà dàn)
子目	(zǐ mù)
子目錄	(zǐ mù lù)
子囊菌	(zǐ náng jūn)
子女	(zǐ nǚ)
子品牌	(zǐ pǐn pái)
子群	(zǐ qún)
子實	(zǐ shí)
子嗣	(zǐ sì)
子孫	(zǐ sūn)
子孫娘娘	(zǐ sūn niáng niang)
子網	(zǐ wǎng)
子網屏蔽碼	(zǐ wǎng píng bì mǎ)
子午線	(zǐ wǔ xiàn)
子系統	(zǐ xì tǒng)
子細	(zǐ xì)
子細胞	(zǐ xì bāo)
子虛烏有	(zǐ xū wū yǒu)
子夜	(zǐ yè)
子葉	(zǐ yè)
子音	(zǐ yīn)
子域	(zǐ yù)
子曰	(zǐ yuē)
子洲縣	(zǐ zhōu xiàn)
子豬	(zǐ zhū)
子子孫孫	(zǐ zǐ sūn sūn)
姉	(zǐ)
姊	(zǐ)
姊夫	(zǐ fu)
姊妹	(zǐ mèi)
姊丈	(zǐ zhàng)
姊姊	(zǐ zǐ)
呰	(zǐ)
梓	(zǐ)
梓童	(zǐ tóng)
梓潼縣	(zǐ tóng xiàn)
字	(zì)
字串	(zì chuàn)
字詞	(zì cí)
字典	(zì diǎn)
字調	(zì diào)
字段	(zì duàn)
字符	(zì fú)
字符串	(zì fú chuàn)
字符集	(zì fú jí)
字根	(zì gēn)
字根表	(zì gēn biǎo)
字根通用碼	(zì gēn tōng yòng mǎ)
字號	(zì hao)
字畫	(zì huà)
字彙	(zì huì)
字集	(zì jí)
字跡	(zì jì)
字腳	(zì jiǎo)
字節	(zì jié)
字節數	(zì jié shù)
字句	(zì jù)
字據	(zì jù)
字裡行間	(zì lǐ háng jiān)
字碼	(zì mǎ)
字謎	(zì mí)
字面	(zì miàn)
字母	(zì mǔ)
字母表	(zì mǔ biǎo)
字母詞	(zì mǔ cí)
字母順序	(zì mǔ shùn xù)
字幕	(zì mù)
字首	(zì shǒu)
字書	(zì shū)
字數	(zì shù)
字素	(zì sù)
字體	(zì tǐ)
字條	(zì tiáo)
字帖	(zì tiě)
字帖兒	(zì tiě r)
字頭	(zì tóu)
字圖	(zì tú)
字尾	(zì wěi)
字形	(zì xíng)
字型	(zì xíng)
字眼	(zì yǎn)
字樣	(zì yàng)
字義	(zì yì)
字音	(zì yīn)
字元	(zì yuán)
字元集	(zì yuán jí)
字源	(zì yuán)
字斟句酌	(zì zhēn jù zhuó)
字正腔圓	(zì zhèng qiāng yuán)
字紙簍	(zì zhǐ lǒu)
字重	(zì zhòng)
字字珠璣	(zì zì zhū jī)
字字珠玉	(zì zì zhū yù)
字組	(zì zǔ)
剚	(zì)
恣	(zì)
恣情	(zì qíng)
恣肆	(zì sì)
恣睢	(zì suī)
恣行無忌	(zì xíng wú jì)
恣意	(zì yì)
恣意妄為	(zì yì wàng wéi)
恣欲	(zì yù)
宗	(zōng)
宗祠	(zōng cí)
宗地	(zōng dì)
宗法	(zōng fǎ)
宗匠	(zōng jiàng)
宗教	(zōng jiào)
宗教法庭	(zōng jiào fǎ tíng)
宗教改革	(zōng jiào gǎi gé)
宗教徒	(zōng jiào tú)
宗教團	(zōng jiào tuán)
宗教學	(zōng jiào xué)
宗教儀式	(zōng jiào yí shì)
宗筋	(zōng jīn)
宗喀巴	(zōng kā bā)
宗廟	(zōng miào)
宗派	(zōng pài)
宗派主義	(zōng pài zhǔ yì)
宗聖公	(zōng shèng gōng)
宗聖侯	(zōng shèng hóu)
宗師	(zōng shī)
宗室	(zōng shì)
宗正	(zōng zhèng)
宗旨	(zōng zhǐ)
宗主	(zōng zhǔ)
宗主國	(zōng zhǔ guó)
宗主權	(zōng zhǔ quán)
宗族	(zōng zú)
棕	(zōng)
棕矮星	(zōng ǎi xīng)
棕斑鳩	(zōng bān jiū)
棕背伯勞	(zōng bèi bó láo)
棕背黑頭鶇	(zōng bèi hēi tóu dōng)
